Title,Subtitle,Region,Currency,"Base shipping price","Additional product shipping price (Tier 1)","Additional product limit (Tier 1)","Additional product shipping price (Tier 2)","Additional product limit (Tier 2)","Additional product shipping price (Tier 3)","Additional product limit (Tier 3)","Additional product shipping price (Tier 4)","Additional product limit (Tier 4)","Additional product shipping price (Tier 5)","Additional product limit (Tier 5)"
Stationery,Notebooks,Worldwide,USD,12.49,6,8,2.5,23,2,48,1.5,83,1,
Stationery,"Hardcover Bound Notebook | JournalBook®, Hardcover Journal Matte",USA,USD,5.69,3.25,,,,,,,,,
Stationery,"Hardcover Bound Notebook | JournalBook®, Hardcover Journal Matte",Europe,USD,10.39,3.5,,,,,,,,,
Stationery,"Hardcover Bound Notebook | JournalBook®, Hardcover Journal Matte",UK,USD,12.49,3.95,,,,,,,,,
Stationery,"Hardcover Bound Notebook | JournalBook®, Hardcover Journal Matte","EFTA States",USD,12.49,3.99,,,,,,,,,
Stationery,"Hardcover Bound Notebook | JournalBook®, Hardcover Journal Matte",Canada,USD,10.39,3.49,,,,,,,,,
Stationery,"Hardcover Bound Notebook | JournalBook®, Hardcover Journal Matte","Australia / New Zealand",USD,15.09,7.99,,,,,,,,,
Stationery,"Hardcover Bound Notebook | JournalBook®, Hardcover Journal Matte",Japan,USD,11.39,6.99,,,,,,,,,
Stationery,"Hardcover Bound Notebook | JournalBook®, Hardcover Journal Matte",Brazil,USD,15.59,6.99,,,,,,,,,
Stationery,"Hardcover Bound Notebook | JournalBook®, Hardcover Journal Matte",Worldwide,USD,15.59,6.99,,,,,,,,,
Stationery,"Wall Calendar (2024)",USA,USD,8.79,3,,,,,,,,,
Stationery,"Wall Calendar (2024)",Europe,USD,16.09,3,,,,,,,,,
Stationery,"Wall Calendar (2024)",UK,USD,20.79,12.5,,,,,,,,,
Stationery,"Wall Calendar (2024)","EFTA States",USD,31.19,15.5,,,,,,,,,
Stationery,"Wall Calendar (2024)",Canada,USD,19.69,9.5,,,,,,,,,
Stationery,"Wall Calendar (2024)","Australia / New Zealand",USD,29.09,20.5,,,,,,,,,
Stationery,"Wall Calendar (2024)",Japan,USD,24.89,19.5,,,,,,,,,
Stationery,"Wall Calendar (2024)",Brazil,USD,35.29,20.5,,,,,,,,,
Stationery,"Wall Calendar (2024)",Worldwide,USD,35.29,20.5,,,,,,,,,
Stationery,"Wrapping Paper Sheets (3)",USA,USD,12.49,0.8,,,,,,,,,
Stationery,"Wrapping Paper Sheets (3)",Europe,USD,16.09,0.8,,,,,,,,,
Stationery,"Wrapping Paper Sheets (3)",UK,USD,16.09,0.8,,,,,,,,,
Stationery,"Wrapping Paper Sheets (3)","EFTA States",USD,25.49,1,,,,,,,,,
Stationery,"Wrapping Paper Sheets (3)",Canada,USD,13.99,1,,,,,,,,,
Stationery,"Wrapping Paper Sheets (3)","Australia / New Zealand",USD,20.79,1,,,,,,,,,
Stationery,"Wrapping Paper Sheets (3)",Japan,USD,18.19,1,,,,,,,,,
Stationery,"Wrapping Paper Sheets (3)",Brazil,USD,25.49,1,,,,,,,,,
Stationery,"Wrapping Paper Sheets (3)",Worldwide,USD,25.49,1,,,,,,,,,
Stationery,"Gift wrap papers, Wrapping Papers",USA,USD,13.99,1.49,,,,,,,,,
Stationery,"Gift wrap papers, Wrapping Papers",Europe,USD,16.89,6.59,,,,,,,,,
Stationery,"Gift wrap papers, Wrapping Papers",UK,USD,16.89,6.59,,,,,,,,,
Stationery,"Gift wrap papers, Wrapping Papers","EFTA States",USD,16.89,6.59,,,,,,,,,
Stationery,"Gift wrap papers, Wrapping Papers",Canada,USD,15.59,4.99,,,,,,,,,
Stationery,"Gift wrap papers, Wrapping Papers","Australia / New Zealand",USD,16.89,6.59,,,,,,,,,
Stationery,"Gift wrap papers, Wrapping Papers",Japan,USD,16.89,6.59,,,,,,,,,
Stationery,"Gift wrap papers, Wrapping Papers",Brazil,USD,16.89,6.59,,,,,,,,,
Stationery,"Gift wrap papers, Wrapping Papers",Worldwide,USD,16.89,6.59,,,,,,,,,
Stationery,"Set of Business Cards",USA,USD,6.59,2.5,,,,,,,,,
Stationery,"Set of Business Cards",Europe,USD,4.89,1,,,,,,,,,
Stationery,"Set of Business Cards",UK,USD,5.59,2,,,,,,,,,
Stationery,"Set of Business Cards","EFTA States",USD,7.29,2,,,,,,,,,
Stationery,"Set of Business Cards",Canada,USD,9.29,3,,,,,,,,,
Stationery,"Set of Business Cards","Australia / New Zealand",USD,14.49,7.2,,,,,,,,,
Stationery,"Set of Business Cards",Japan,USD,8.89,4.4,,,,,,,,,
Stationery,"Set of Business Cards",Brazil,USD,10.39,6,,,,,,,,,
Stationery,"Set of Business Cards",Worldwide,USD,10.39,6,,,,,,,,,
Stationery,"Simplex Desk Calendar",USA,USD,17.89,3.99,,,,,,,,,
Stationery,"Simplex Desk Calendar",Europe,USD,5.69,1.39,,,,,,,,,
Stationery,"Simplex Desk Calendar",UK,USD,4.59,1.29,,,,,,,,,
Stationery,"Simplex Desk Calendar","EFTA States",USD,8.69,2.39,,,,,,,,,
Stationery,"Simplex Desk Calendar",Canada,USD,17.89,3.99,,,,,,,,,
Stationery,"Simplex Desk Calendar","Australia / New Zealand",USD,17.89,3.99,,,,,,,,,
Stationery,"Simplex Desk Calendar",Japan,USD,17.89,3.99,,,,,,,,,
Stationery,"Simplex Desk Calendar",Brazil,USD,17.89,3.99,,,,,,,,,
Stationery,"Simplex Desk Calendar",Worldwide,USD,17.89,3.99,,,,,,,,,
Stationery,"Hardcover Photo Book, Softcover Photo Book",USA,USD,6.19,2.4,,,,,,,,,
Stationery,"Hardcover Photo Book, Softcover Photo Book",Europe,USD,14.49,3.99,,,,,,,,,
Stationery,"Hardcover Photo Book, Softcover Photo Book",UK,USD,14.49,3.99,,,,,,,,,
Stationery,"Hardcover Photo Book, Softcover Photo Book","EFTA States",USD,14.49,3.99,,,,,,,,,
Stationery,"Hardcover Photo Book, Softcover Photo Book",Canada,USD,14.49,3.99,,,,,,,,,
Stationery,"Hardcover Photo Book, Softcover Photo Book","Australia / New Zealand",USD,14.49,3.99,,,,,,,,,
Stationery,"Hardcover Photo Book, Softcover Photo Book",Japan,USD,14.49,3.99,,,,,,,,,
Stationery,"Hardcover Photo Book, Softcover Photo Book",Brazil,USD,14.49,3.99,,,,,,,,,
Stationery,"Hardcover Photo Book, Softcover Photo Book",Worldwide,USD,14.49,3.99,,,,,,,,,
"Puzzles and games","Puzzle (252 pieces)",USA,USD,5.89,2,8,1.15,23,1,48,0.75,83,0.5,
"Puzzles and games","Puzzle (520 pieces), Jigsaw Puzzle with Tin",USA,USD,8.29,2.5,13,1.75,23,1.5,48,1.3,73,1.2,
"Puzzles and games","Puzzle (520 pieces), Jigsaw Puzzle with Tin",Europe,USD,22.89,8,,,,,,,,,
"Puzzles and games","Puzzle (520 pieces), Jigsaw Puzzle with Tin",UK,USD,22.89,8,,,,,,,,,
"Puzzles and games","Puzzle (520 pieces), Jigsaw Puzzle with Tin","EFTA States",USD,22.89,8,,,,,,,,,
"Puzzles and games","Puzzle (520 pieces), Jigsaw Puzzle with Tin",Canada,USD,17.69,7.5,,,,,,,,,
"Puzzles and games","Puzzle (520 pieces), Jigsaw Puzzle with Tin","Australia / New Zealand",USD,22.89,8,,,,,,,,,
"Puzzles and games","Puzzle (520 pieces), Jigsaw Puzzle with Tin",Japan,USD,22.89,8,,,,,,,,,
"Puzzles and games","Puzzle (520 pieces), Jigsaw Puzzle with Tin",Brazil,USD,22.89,8,,,,,,,,,
"Puzzles and games","Puzzle (520 pieces), Jigsaw Puzzle with Tin",Worldwide,USD,22.89,8,,,,,,,,,
"Puzzles and games","Poker playing cards",USA,USD,6.69,2,,,,,,,,,
"Puzzles and games","Poker playing cards",Europe,USD,11.89,3.5,,,,,,,,,
"Puzzles and games","Poker playing cards",UK,USD,13.49,4.8,,,,,,,,,
"Puzzles and games","Poker playing cards","EFTA States",USD,13.99,3.5,,,,,,,,,
"Puzzles and games","Poker playing cards",Canada,USD,11.39,3.95,,,,,,,,,
"Puzzles and games","Poker playing cards","Australia / New Zealand",USD,17.09,9.95,,,,,,,,,
"Puzzles and games","Poker playing cards",Japan,USD,13.49,8.5,,,,,,,,,
"Puzzles and games","Poker playing cards",Brazil,USD,17.09,9.95,,,,,,,,,
"Puzzles and games","Poker playing cards",Worldwide,USD,17.09,9.95,,,,,,,,,
"Home Decor","Glass Jar Candles",USA,USD,7.29,4,4,2,13,1.5,23,1,48,1,
"Home Decor","Glass Jar Candles",Europe,USD,6.09,2.05,4,1.5,13,1.25,23,1,48,1.05,
"Home Decor","Glass Jar Candles",UK,USD,6.09,1.75,4,1.5,13,1.25,23,1,48,1.05,
"Home Decor","Glass Jar Candles","EFTA States",USD,11.49,1.65,4,1.5,13,1.25,23,1,48,1,
"Home Decor","Glass Jar Candles",Canada,USD,8.69,5.15,4,4.5,13,3.75,23,3,48,3.35,
"Home Decor","Glass Jar Candles","Australia / New Zealand",USD,9.59,4.1,4,1.5,13,1.25,23,1,48,1.05,
"Home Decor","Glass Jar Candles",Japan,USD,6.49,2.05,,,,,,,,,
"Home Decor","Glass Jar Candles",Brazil,USD,13.59,7,4,4.5,13,3.5,23,2.5,48,2.05,
"Home Decor","Glass Jar Candles",Worldwide,USD,13.59,7,4,4.5,13,3.5,23,2.5,48,2.05,
"Home Decor","Scented Soy Candles",USA,USD,8.29,3.49,,,,,,,,,
"Home Decor","Scented Soy Candles",Europe,USD,35.29,9.29,,,,,,,,,
"Home Decor","Scented Soy Candles",UK,USD,35.29,9.29,,,,,,,,,
"Home Decor","Scented Soy Candles","EFTA States",USD,35.29,9.29,,,,,,,,,
"Home Decor","Scented Soy Candles",Canada,USD,28.69,6.39,,,,,,,,,
"Home Decor","Scented Soy Candles","Australia / New Zealand",USD,29.39,9.29,,,,,,,,,
"Home Decor","Scented Soy Candles",Japan,USD,35.29,9.29,,,,,,,,,
"Home Decor","Scented Soy Candles",Brazil,USD,35.29,9.29,,,,,,,,,
"Home Decor","Scented Soy Candles",Worldwide,USD,35.29,9.29,,,,,,,,,
"Home Decor","Throw pillows",USA,USD,10.89,4.5,,,,,,,,,
"Home Decor","Throw pillows",Europe,USD,13.79,5.75,,,,,,,,,
"Home Decor","Throw pillows",UK,USD,11.49,4.95,,,,,,,,,
"Home Decor","Throw pillows","EFTA States",USD,16.69,6.9,,,,,,,,,
"Home Decor","Throw pillows",Canada,USD,12.69,6.75,,,,,,,,,
"Home Decor","Throw pillows","Australia / New Zealand",USD,37.59,7.3,,,,,,,,,
"Home Decor","Throw pillows",Japan,USD,55.99,7.05,,,,,,,,,
"Home Decor","Throw pillows",Brazil,USD,51.99,19.99,,,,,,,,,
"Home Decor","Throw pillows",Worldwide,USD,51.99,19.99,,,,,,,,,
"Home Decor","Pillow cases",USA,USD,4.69,2,8,1.15,23,1,48,0.75,83,0.5,
"Home Decor","Pillow cases",Europe,USD,4.99,1.45,,,,,,,,,
"Home Decor","Pillow cases",UK,USD,4.59,1.5,8,1,23,0.75,48,0.5,83,0.35,
"Home Decor","Pillow cases","EFTA States",USD,10.39,1.1,8,1,23,0.8,48,0.6,83,0.4,
"Home Decor","Pillow cases",Canada,USD,7.29,1.95,8,1.4,23,1.2,48,1,83,0.8,
"Home Decor","Pillow cases","Australia / New Zealand",USD,7.99,1.4,,,,,,,,,
"Home Decor","Pillow cases",Japan,USD,4.89,2,,,,,,,,,
"Home Decor","Pillow cases",Brazil,USD,12.49,6,8,2.5,23,2,48,1.5,83,1,
"Home Decor","Pillow cases",Worldwide,USD,12.49,6,8,2.5,23,2,48,1.5,83,1,
"Home Decor","Blankets (30″×40″), (50″×60″)",USA,USD,8.29,2.5,13,1.75,23,1.5,48,1.3,73,1.2,
"Home Decor","Blankets (30″×40″), (50″×60″)",Europe,USD,7.29,2.4,13,2,23,1.5,48,1.2,73,1,
"Home Decor","Blankets (30″×40″), (50″×60″)",UK,USD,7.29,2.4,13,2,23,1.5,48,1.2,73,1,
"Home Decor","Blankets (30″×40″), (50″×60″)","EFTA States",USD,11.39,2.2,13,2,23,1.7,48,1.3,73,1.1,
"Home Decor","Blankets (30″×40″), (50″×60″)",Canada,USD,9.79,2.35,13,1.9,23,1.7,48,1.5,73,1.2,
"Home Decor","Blankets (30″×40″), (50″×60″)","Australia / New Zealand",USD,12.49,2.25,,,,,,,,,
"Home Decor","Blankets (30″×40″), (50″×60″)",Japan,USD,7.89,2.6,,,,,,,,,
"Home Decor","Blankets (30″×40″), (50″×60″)",Brazil,USD,17.69,8,13,4.25,23,3.5,48,2.75,73,2,
"Home Decor","Blankets (30″×40″), (50″×60″)",Worldwide,USD,17.69,8,13,4.25,23,3.5,48,2.75,73,2,
"Home Decor","Blankets (60″ × 80″), Embroidered Sherpa Blankets (50″ × 60″), Sublimated Sherpa Blankets",USA,USD,13.99,4,,,,,,,,,
"Home Decor","Blankets (60″ × 80″), Embroidered Sherpa Blankets (50″ × 60″), Sublimated Sherpa Blankets",Europe,USD,13.19,5.2,,,,,,,,,
"Home Decor","Blankets (60″ × 80″), Embroidered Sherpa Blankets (50″ × 60″), Sublimated Sherpa Blankets",UK,USD,16.59,7.4,,,,,,,,,
"Home Decor","Blankets (60″ × 80″), Embroidered Sherpa Blankets (50″ × 60″), Sublimated Sherpa Blankets","EFTA States",USD,15.59,6.35,,,,,,,,,
"Home Decor","Blankets (60″ × 80″), Embroidered Sherpa Blankets (50″ × 60″), Sublimated Sherpa Blankets",Canada,USD,15.69,6.5,,,,,,,,,
"Home Decor","Blankets (60″ × 80″), Embroidered Sherpa Blankets (50″ × 60″), Sublimated Sherpa Blankets","Australia / New Zealand",USD,26.59,8.8,,,,,,,,,
"Home Decor","Blankets (60″ × 80″), Embroidered Sherpa Blankets (50″ × 60″), Sublimated Sherpa Blankets",Japan,USD,44.89,18,,,,,,,,,
"Home Decor","Blankets (60″ × 80″), Embroidered Sherpa Blankets (50″ × 60″), Sublimated Sherpa Blankets",Brazil,USD,41.59,20,,,,,,,,,
"Home Decor","Blankets (60″ × 80″), Embroidered Sherpa Blankets (50″ × 60″), Sublimated Sherpa Blankets",Worldwide,USD,41.59,20,,,,,,,,,
"Home Decor","Wooden ornaments",USA,USD,5.19,1,,,,,,,,,
"Home Decor","Wooden ornaments",Europe,USD,7.29,3,,,,,,,,,
"Home Decor","Wooden ornaments",UK,USD,2.59,0.9,,,,,,,,,
"Home Decor","Wooden ornaments","EFTA States",USD,7.29,3,,,,,,,,,
"Home Decor","Wooden ornaments",Canada,USD,9.29,0.9,,,,,,,,,
"Home Decor","Wooden ornaments","Australia / New Zealand",USD,8.39,1.9,,,,,,,,,
"Home Decor","Wooden ornaments",Japan,USD,5.19,1,,,,,,,,,
"Home Decor","Wooden ornaments",Brazil,USD,8.29,4,,,,,,,,,
"Home Decor","Wooden ornaments",Worldwide,USD,8.29,4,,,,,,,,,
"Home Decor",Magnets,USA,USD,4.69,0.99,,,,,,,,,
"Home Decor",Magnets,Europe,USD,8.29,0.99,,,,,,,,,
"Home Decor",Magnets,UK,USD,11.39,0.99,,,,,,,,,
"Home Decor",Magnets,"EFTA States",USD,8.29,0.99,,,,,,,,,
"Home Decor",Magnets,Canada,USD,8.29,0.99,,,,,,,,,
"Home Decor",Magnets,"Australia / New Zealand",USD,10.39,2.49,,,,,,,,,
"Home Decor",Magnets,Japan,USD,7.29,1.49,,,,,,,,,
"Home Decor",Magnets,Brazil,USD,10.39,2.49,,,,,,,,,
"Home Decor",Magnets,Worldwide,USD,10.39,2.49,,,,,,,,,
"Home Decor","Napkins, Table Runners",USA,USD,5.69,2.5,,,,,,,,,
"Home Decor","Napkins, Table Runners",Europe,USD,9.29,3,,,,,,,,,
"Home Decor","Napkins, Table Runners",UK,USD,7.79,2.5,,,,,,,,,
"Home Decor","Napkins, Table Runners","EFTA States",USD,15.09,3,,,,,,,,,
"Home Decor","Napkins, Table Runners",Canada,USD,12.49,3,,,,,,,,,
"Home Decor","Napkins, Table Runners","Australia / New Zealand",USD,13.99,5.5,,,,,,,,,
"Home Decor","Napkins, Table Runners",Japan,USD,14.49,6,,,,,,,,,
"Home Decor","Napkins, Table Runners",Brazil,USD,13.99,5.5,,,,,,,,,
"Home Decor","Napkins, Table Runners",Worldwide,USD,13.99,5.5,,,,,,,,,
"Home Decor",Placemats,USA,USD,8.29,3,,,,,,,,,
"Home Decor",Placemats,Europe,USD,11.89,6,,,,,,,,,
"Home Decor",Placemats,UK,USD,9.89,6,,,,,,,,,
"Home Decor",Placemats,"EFTA States",USD,17.69,7,,,,,,,,,
"Home Decor",Placemats,Canada,USD,13.99,5,,,,,,,,,
"Home Decor",Placemats,"Australia / New Zealand",USD,19.19,11,,,,,,,,,
"Home Decor",Placemats,Japan,USD,20.29,12,,,,,,,,,
"Home Decor",Placemats,Brazil,USD,19.19,11,,,,,,,,,
"Home Decor",Placemats,Worldwide,USD,19.19,11,,,,,,,,,
"Home Decor","Yard Sign",USA,USD,8.79,8.49,,,,,,,,,
"Home Decor","Shower Curtain",USA,USD,8.29,3,,,,,,,,,
"Home Decor","Shower Curtain",Europe,USD,11.89,6,,,,,,,,,
"Home Decor","Shower Curtain",UK,USD,9.89,6,,,,,,,,,
"Home Decor","Shower Curtain","EFTA States",USD,17.69,7,,,,,,,,,
"Home Decor","Shower Curtain",Canada,USD,13.99,5,,,,,,,,,
"Home Decor","Shower Curtain","Australia / New Zealand",USD,19.19,11,,,,,,,,,
"Home Decor","Shower Curtain",Japan,USD,20.29,12,,,,,,,,,
"Home Decor","Shower Curtain",Brazil,USD,19.19,11,,,,,,,,,
"Home Decor","Shower Curtain",Worldwide,USD,19.19,11,,,,,,,,,
"Home Decor","Custom Shaped Pillow",USA,USD,6.19,1.5,,,,,,,,,
"Home Decor","Teddy Bear with a T-Shirt",USA,USD,6.49,5,,,,,,,,,
"Home Decor","Ceramic, Acrylic and Metal ornaments",USA,USD,5.49,0.8,,,,,,,,,
"Home Decor","Ceramic, Acrylic and Metal ornaments",Europe,USD,9.89,1.99,,,,,,,,,
"Home Decor","Ceramic, Acrylic and Metal ornaments",UK,USD,9.89,1.99,,,,,,,,,
"Home Decor","Ceramic, Acrylic and Metal ornaments","EFTA States",USD,9.89,1.99,,,,,,,,,
"Home Decor","Ceramic, Acrylic and Metal ornaments",Canada,USD,9.89,1.99,,,,,,,,,
"Home Decor","Ceramic, Acrylic and Metal ornaments","Australia / New Zealand",USD,9.89,1.99,,,,,,,,,
"Home Decor","Ceramic, Acrylic and Metal ornaments",Japan,USD,9.89,1.99,,,,,,,,,
"Home Decor","Ceramic, Acrylic and Metal ornaments",Brazil,USD,9.89,1.99,,,,,,,,,
"Home Decor","Ceramic, Acrylic and Metal ornaments",Worldwide,USD,9.89,1.99,,,,,,,,,
"Home Decor",Pennants,USA,USD,7.29,4,,,,,,,,,
"Home Decor",Pennants,Europe,USD,5.69,1.95,,,,,,,,,
"Home Decor",Pennants,UK,USD,6.19,2.75,,,,,,,,,
"Home Decor",Pennants,"EFTA States",USD,11.39,1.65,,,,,,,,,
"Home Decor",Pennants,Canada,USD,13.69,9.85,,,,,,,,,
"Home Decor",Pennants,"Australia / New Zealand",USD,18.89,13.75,,,,,,,,,
"Home Decor",Pennants,Japan,USD,12.09,8.25,,,,,,,,,
"Home Decor",Pennants,Brazil,USD,19.39,7.65,,,,,,,,,
"Home Decor",Pennants,Worldwide,USD,19.39,7.65,,,,,,,,,
"Home Decor","Metal Christmas Ornament, Ceramic Ornaments ( 2-Side Print )",USA,USD,5.89,0.7,,,,,,,,,
"Home Decor","Metal Christmas Ornament, Ceramic Ornaments ( 2-Side Print )",Europe,USD,9.89,1.99,,,,,,,,,
"Home Decor","Metal Christmas Ornament, Ceramic Ornaments ( 2-Side Print )",UK,USD,9.89,1.99,,,,,,,,,
"Home Decor","Metal Christmas Ornament, Ceramic Ornaments ( 2-Side Print )","EFTA States",USD,9.89,1.99,,,,,,,,,
"Home Decor","Metal Christmas Ornament, Ceramic Ornaments ( 2-Side Print )",Canada,USD,9.89,1.99,,,,,,,,,
"Home Decor","Metal Christmas Ornament, Ceramic Ornaments ( 2-Side Print )","Australia / New Zealand",USD,9.89,1.99,,,,,,,,,
"Home Decor","Metal Christmas Ornament, Ceramic Ornaments ( 2-Side Print )",Japan,USD,9.89,1.99,,,,,,,,,
"Home Decor","Metal Christmas Ornament, Ceramic Ornaments ( 2-Side Print )",Brazil,USD,9.89,1.99,,,,,,,,,
"Home Decor","Metal Christmas Ornament, Ceramic Ornaments ( 2-Side Print )",Worldwide,USD,9.89,1.99,,,,,,,,,
"Home Decor","Indoor Wall Tapestry",USA,USD,5.69,2.5,,,,,,,,,
"Home Decor","Indoor Wall Tapestry",Europe,USD,9.29,3,,,,,,,,,
"Home Decor","Indoor Wall Tapestry",UK,USD,7.79,2.5,,,,,,,,,
"Home Decor","Indoor Wall Tapestry","EFTA States",USD,15.09,3,,,,,,,,,
"Home Decor","Indoor Wall Tapestry",Canada,USD,12.49,3,,,,,,,,,
"Home Decor","Indoor Wall Tapestry","Australia / New Zealand",USD,13.99,5.5,,,,,,,,,
"Home Decor","Indoor Wall Tapestry",Japan,USD,14.49,6,,,,,,,,,
"Home Decor","Indoor Wall Tapestry",Brazil,USD,13.99,5.5,,,,,,,,,
"Home Decor","Indoor Wall Tapestry",Worldwide,USD,13.99,5.5,,,,,,,,,
"Home Decor",Comforter,USA,USD,33.59,26.4,,,,,,,,,
"Home Decor",Comforter,Europe,USD,51.99,49.99,,,,,,,,,
"Home Decor",Comforter,UK,USD,51.99,49.99,,,,,,,,,
"Home Decor",Comforter,"EFTA States",USD,51.99,49.99,,,,,,,,,
"Home Decor",Comforter,Canada,USD,47.79,45.99,,,,,,,,,
"Home Decor",Comforter,"Australia / New Zealand",USD,51.99,49.99,,,,,,,,,
"Home Decor",Comforter,Japan,USD,51.99,49.99,,,,,,,,,
"Home Decor",Comforter,Brazil,USD,51.99,49.99,,,,,,,,,
"Home Decor",Comforter,Worldwide,USD,51.99,49.99,,,,,,,,,
"Home Decor","Christmas Tree Skirt",USA,USD,7.79,3.75,,,,,,,,,
"Home Decor","Christmas Tree Skirt",Europe,USD,11.59,3.65,,,,,,,,,
"Home Decor","Christmas Tree Skirt",UK,USD,11.59,3.65,,,,,,,,,
"Home Decor","Christmas Tree Skirt","EFTA States",USD,11.59,3.65,,,,,,,,,
"Home Decor","Christmas Tree Skirt",Canada,USD,11.59,3.65,,,,,,,,,
"Home Decor","Christmas Tree Skirt","Australia / New Zealand",USD,11.59,3.65,,,,,,,,,
"Home Decor","Christmas Tree Skirt",Japan,USD,11.59,3.65,,,,,,,,,
"Home Decor","Christmas Tree Skirt",Brazil,USD,11.59,3.65,,,,,,,,,
"Home Decor","Christmas Tree Skirt",Worldwide,USD,11.59,3.65,,,,,,,,,
"Home Decor","Rustic Christmas stocking",USA,USD,7.79,3.75,,,,,,,,,
"Home Decor","Rustic Christmas stocking",Europe,USD,11.59,3.65,,,,,,,,,
"Home Decor","Rustic Christmas stocking",UK,USD,11.59,3.65,,,,,,,,,
"Home Decor","Rustic Christmas stocking","EFTA States",USD,11.59,3.65,,,,,,,,,
"Home Decor","Rustic Christmas stocking",Canada,USD,11.59,3.65,,,,,,,,,
"Home Decor","Rustic Christmas stocking","Australia / New Zealand",USD,11.59,3.65,,,,,,,,,
"Home Decor","Rustic Christmas stocking",Japan,USD,11.59,3.65,,,,,,,,,
"Home Decor","Rustic Christmas stocking",Brazil,USD,11.59,3.65,,,,,,,,,
"Home Decor","Rustic Christmas stocking",Worldwide,USD,11.59,3.65,,,,,,,,,
"Home Decor",Doormat,USA,USD,21.29,20.49,,,,,,,,,
"Home Decor",Doormat,Europe,USD,73.29,59.99,,,,,,,,,
"Home Decor",Doormat,UK,USD,73.29,59.99,,,,,,,,,
"Home Decor",Doormat,"EFTA States",USD,73.29,59.99,,,,,,,,,
"Home Decor",Doormat,Canada,USD,57.99,29.69,,,,,,,,,
"Home Decor",Doormat,"Australia / New Zealand",USD,73.29,59.99,,,,,,,,,
"Home Decor",Doormat,Japan,USD,73.29,59.99,,,,,,,,,
"Home Decor",Doormat,Brazil,USD,73.29,59.99,,,,,,,,,
"Home Decor",Doormat,Worldwide,USD,73.29,59.99,,,,,,,,,
"Home Decor","Cotton Tablecloths",USA,USD,8.29,3,,,,,,,,,
"Home Decor","Cotton Tablecloths",Europe,USD,11.89,6,,,,,,,,,
"Home Decor","Cotton Tablecloths",UK,USD,9.89,6,,,,,,,,,
"Home Decor","Cotton Tablecloths","EFTA States",USD,17.69,7,,,,,,,,,
"Home Decor","Cotton Tablecloths",Canada,USD,13.99,5,,,,,,,,,
"Home Decor","Cotton Tablecloths","Australia / New Zealand",USD,19.19,11,,,,,,,,,
"Home Decor","Cotton Tablecloths",Japan,USD,20.29,12,,,,,,,,,
"Home Decor","Cotton Tablecloths",Brazil,USD,19.19,11,,,,,,,,,
"Home Decor","Cotton Tablecloths",Worldwide,USD,19.19,11,,,,,,,,,
"Home Decor","Cotton Placemat, 1pc",USA,USD,5.69,2.5,,,,,,,,,
"Home Decor","Cotton Placemat, 1pc",Europe,USD,9.29,3,,,,,,,,,
"Home Decor","Cotton Placemat, 1pc",UK,USD,7.79,2.5,,,,,,,,,
"Home Decor","Cotton Placemat, 1pc","EFTA States",USD,15.09,3,,,,,,,,,
"Home Decor","Cotton Placemat, 1pc",Canada,USD,12.49,3,,,,,,,,,
"Home Decor","Cotton Placemat, 1pc","Australia / New Zealand",USD,13.99,5.5,,,,,,,,,
"Home Decor","Cotton Placemat, 1pc",Japan,USD,14.49,6,,,,,,,,,
"Home Decor","Cotton Placemat, 1pc",Brazil,USD,13.99,5.5,,,,,,,,,
"Home Decor","Cotton Placemat, 1pc",Worldwide,USD,13.99,5.5,,,,,,,,,
Beauty,Beauty,USA,USD,9.69,3.65,,,,,,,,,
Beauty,Beauty,Europe,USD,5.39,2.1,,,,,,,,,
Beauty,Beauty,UK,USD,5.89,2.1,,,,,,,,,
Glassware,"Shaker Pint Glass (16 oz)",USA,USD,10.89,4.5,,,,,,,,,
Glassware,"Shaker Pint Glass (16 oz)",Europe,USD,7.79,4.9,,,,,,,,,
Glassware,"Shaker Pint Glass (16 oz)",UK,USD,7.29,4.75,,,,,,,,,
Glassware,"Shaker Pint Glass (16 oz)","EFTA States",USD,11.39,4.4,,,,,,,,,
Glassware,"Shaker Pint Glass (16 oz)",Canada,USD,11.79,6.25,,,,,,,,,
Glassware,"Shaker Pint Glass (16 oz)","Australia / New Zealand",USD,9.59,4.1,,,,,,,,,
Glassware,"Shaker Pint Glass (16 oz)",Japan,USD,21.59,7.85,,,,,,,,,
Glassware,"Shaker Pint Glass (16 oz)",Brazil,USD,16.59,8,,,,,,,,,
Glassware,"Shaker Pint Glass (16 oz)",Worldwide,USD,16.59,8,,,,,,,,,
Glassware,"Stemless Wine Glass (15 oz), Can-Shaped Glass (16 oz), Rocks Glass, Wide Mouth Plastic Water Bottle, Latte Mug",USA,USD,6.69,2,,,,,,,,,
Glassware,"Stemless Wine Glass (15 oz), Can-Shaped Glass (16 oz), Rocks Glass, Wide Mouth Plastic Water Bottle, Latte Mug",Europe,USD,11.89,3.5,,,,,,,,,
Glassware,"Stemless Wine Glass (15 oz), Can-Shaped Glass (16 oz), Rocks Glass, Wide Mouth Plastic Water Bottle, Latte Mug",UK,USD,13.49,4.8,,,,,,,,,
Glassware,"Stemless Wine Glass (15 oz), Can-Shaped Glass (16 oz), Rocks Glass, Wide Mouth Plastic Water Bottle, Latte Mug","EFTA States",USD,13.99,3.5,,,,,,,,,
